Product ,Product Synonym,Combination,Route,Dose Form,Dose Qualification,Strength,Unit of Presentation,Immediate Packaging,Pack Size,Outer Packaging,Manufacturer,Brand,UC1,"UC2 
(Product)","UC3 
(Route)","UC4 
(form)","UC5 
(qualification)",UC6 (strength),"UC7 
(unit)",UC8 (immediate),"UC9 
(pack size)",UC10 (outer),UC11 (manufacturer),UC12 (brand),RxNav,WHO EML Product,WHO EML Item,NZULM,NZULM item,UNSPSC,,,,,,,,,,,,,
Ondansetron,,,Parenteral,Solution,,2mg per mL,2mL,,,,,,933f3f00,0b4b63a0,9d89f400,5ef0b000,,858cb300,54eb24bf,,,,,,26225,"2.3, 17.2","2.3, 17.2",10497011000116104,"20041441000116104, 10497121000116107",51171816,,,,,,,,,,,,,
Oral Rehydration Salts,ORS,,Oral,Powder for reconstitution,, ,27.9g,Sachet,,,,,933f3f00,07786789,729abb00,547a9200,,,476b743e,bb3cba48,,,,,,"17.5.1, 26.1",,,,,,,,,,,,,,,,,
Oral Rehydration Salts,ORS,,Oral,Powder for reconstitution,, ,3.3g,Sachet,,,,,933f3f00,07786789,729abb00,547a9200,,,9dd1cc00,551ff4bf,,,,,,"17.5.1, 26.1",,,,,,,,,,,,,,,,,
Oral Rehydration Salts,ORS,,Oral,Powder for reconstitution,, ,5g,Sachet,,,,,933f3f00,07786789,729abb00,547a9200,,,08491c00,5517c4bf,,,,,,"17.5.1, 26.1",,,,,,,,,,,,,,,,,
Oral Rehydration Salts,ORS,,Oral,Powder for reconstitution,,Low Osmolarity,20.5g ,Sachet,,,,,933f3f00,07786789,729abb00,547a9200,,9ef70d00,478a343e,551c34bf,,,,,,"17.5.1, 26.1",,,,,,,,,,,,,,,,,
Oral Rehydration Salts,ORS,,Oral,Powder for reconstitution,,"Low Osmolarity, Orange Flavour",20.5g,Sachet,,,,,933f3f00,07786789,729abb00,547a9200,,5f2d9c00,4777c43e,8b75169b1,,,,,,"17.5.1, 26.1",,,,,,,,,,,,,,,,,
Oral Rehydration Salts,ORS,,Oral,Powder for reconstitution,,Orange Flavour,27.9g,Sachet,,,,,933f3f00,07786789,729abb00,547a9200,,ef85ef00,4771c43e,ac6cbab3d,,,,,,"17.5.1, 26.1",,,,,,,,,,,,,,,,,
Oral Rehydration Salts,ORS,,Oral,Powder for reconstitution,,Orange Flavour,3.3g,Sachet,,,,,933f3f00,07786789,729abb00,547a9200,,ef85ef00,d55ddc00,14ec334e6,,,,,,"17.5.1, 26.1",,,,,,,,,,,,,,,,,
Oseltamivir,,,Oral,Capsule,,30mg,,,,,,,933f3f00,8db2d439,0b3f2d00,e2d53c00,,54a394bf,,,,,,,260101,6.4.3,6.4.3,10673101000116102,,51341802,,,,,,,,,,,,,
Oseltamivir,,,Oral,Capsule,,45mg,,,,,,,933f3f00,8db2d439,0b3f2d00,e2d53c00,,54a6c4bf,,,,,,,260101,6.4.3,6.4.3,10673101000116102,,51341802,,,,,,,,,,,,,
Oseltamivir,,,Oral,Capsule,,70mg,,,,,,,933f3f00,8db2d439,0b3f2d00,e2d53c00,,54a9c4bf,,,,,,,260101,6.4.3,6.4.3,10673101000116102,,51341802,,,,,,,,,,,,,
Oseltamivir,,,Oral,Powder for reconstitution,,12mg per mL,30g,,,,,,933f3f00,8db2d439,0b3f2d00,756d9600,,54e364bf,7984aa00,,,,,,260101,6.4.3,6.4.3,10673101000116102,10673211000116106,51341802,,,,,,,,,,,,,
Oxaliplatin,,,Parenteral,Powder for reconstitution,,100mg,,,,,,,933f3f00,c20a56bb,bd2e0100,c158c000,,553294bf,,,,,,,32592,8.2.1,8.2.1,10223761000116103,10223781000116105,51112705,,,,,,,,,,,,,
Oxaliplatin,,,Parenteral,Powder for reconstitution,,50mg,,,,,,,933f3f00,c20a56bb,bd2e0100,c158c000,,552f94bf,,,,,,,32592,8.2.1,8.2.1,10223761000116103,10223871000116100,51112705,,,,,,,,,,,,,
Oxaliplatin,,,Parenteral,Solution,,5mg per mL,10mL,,,,,,933f3f00,c20a56bb,bd2e0100,9638c500,,c6487400,552c94bf,,,,,,32592,8.2.1,8.2.1,10223761000116103,10224031000116106,51112705,,,,,,,,,,,,,
Oxaliplatin,,,Parenteral,Solution,,5mg per mL,20ml,,,,,,933f3f00,c20a56bb,bd2e0100,9638c500,,c6487400,553584bf,,,,,,32592,8.2.1,8.2.1,10223761000116103,10223951000116104,51112705,,,,,,,,,,,,,
Oxaliplatin,,,Parenteral,Solution,,5mg per mL,2mL,,,,,,933f3f00,c20a56bb,bd2e0100,9638c500,,c6487400,5557e4bf,,,,,,32592,8.2.1,,10223761000116103,,51112705,,,,,,,,,,,,,
Oxamniquine,,,Oral,Capsule,,250mg,,,,,,,933f3f00,249c312a,d2948300,35ad3a00,,552974bf,,,,,,,7778,6.1.3,6.1.3,,,51453201,,,,,,,,,,,,,
Oxamniquine,,,Oral,Suspension,,50mg per mL,5mL,,,,,,933f3f00,249c312a,d2948300,77ff1500,,433a8e00,552674bf,,,,,,7778,6.1.3,6.1.3,,,51453201,,,,,,,,,,,,,
Oxygen,,,Inhalation,Gas,,100%,170L,,,,,,933f3f00,552344bf,9e5c3800,bf6a1b00,,9a039e00,3ae2eb00,,,,,,7806,1.1.1,1.1.1,44748881000116101,,12141904,,,,,,,,,,,,,
Oxygen,,,Inhalation,Gas,,100%,490L,,,,,,933f3f00,552344bf,9e5c3800,bf6a1b00,,9a039e00,fd00bd00,,,,,,7806,1.1.1,1.1.1,44748881000116101,,12141904,,,,,,,,,,,,,
Oxygen,,,Inhalation,Gas,,100%,1600L,,,,,,933f3f00,552344bf,9e5c3800,bf6a1b00,,9a039e00,c7d08c00,,,,,,7806,1.1.1,1.1.1,44748881000116101,,12141904,,,,,,,,,,,,,
Oxygen,,,Inhalation,Gas,,100%,4000L,,,,,,933f3f00,552344bf,9e5c3800,bf6a1b00,,9a039e00,2d5d1f00,,,,,,7806,1.1.1,1.1.1,44748881000116101,,12141904,,,,,,,,,,,,,
Oxygen,,,Inhalation,Gas,,100%,8075L,,,,,,933f3f00,552344bf,9e5c3800,bf6a1b00,,9a039e00,9ac36600,,,,,,7806,1.1.1,1.1.1,44748881000116101,,12141904,,,,,,,,,,,,,
Oxytocin,,,Parenteral,Solution,,10IU per mL,1mL,,,,,,933f3f00,b35ac6ac,de358400,dda71900,,424d7800,555c04bf,,,,,,7824,22.3,22.3,10703981000116107,10704091000116106,51182203,,,,,,,,,,,,,
Oxytocin,,,Parenteral,Solution,,5IU per mL,1mL,,,,,,933f3f00,b35ac6ac,de358400,dda71900,,28965b00,4790d43e,,,,,,7824,22.3,,10703981000116107,10704001000116101,51182203,,,,,,,,,,,,,
P-Aminosalicylic Acid,Para-Aminosalicylic Acid,,Oral,Granules,,4g,,,,,,,933f3f00,f57d2573,d40e3700,594f8800,,5562d4bf,,,,,,,7833,6.2.5,6.2.5,20068361000116109,10552921000116108,51281506,,,,,,,,,,,,,
P-Aminosalicylic Acid,Para-Aminosalicylic Acid,,Oral,Tablet,,500mg,,,,,,,933f3f00,f57d2573,d40e3700,3fd02b00,,556634bf,,,,,,,7833,6.2.5,6.2.5,20068361000116109,,51281506,,,,,,,,,,,,,
Paclitaxel,,,Parenteral,Solution,,6mg per mL,5mL,,,,,,933f3f00,96de5528,ce9a4200,2907b200,,3dcfad00,559b84bf,,,,,,56946,8.2.1,8.2.1,10050001000116101,10050201000116107,51111904,,,,,,,,,,,,,
Pancreatic Enzymes,,,Oral,Capsule,,3000IU Lipase,,,,,,,933f3f00,ff66d51c,8b57fd00,82gp3400,,555f54bf,,,,,,,1427018,17,,,,,,,,,,,,,,,,,
Paracetamol,Acetaminophen,,Oral,Suspension,,24mg per mL,100mL,,,,,,933f3f00,23332310,89cacc00,a06e5f00,,bbfcf518,a86c9100,,,,,,161,"2.1, 7.1","2.1, 7.1",10037191000116105,,51381701,,,,,,,,,,,,,
Paracetamol,Acetaminophen,,Oral,Suspension,,24mg per mL,200mL,,,,,,933f3f00,23332310,89cacc00,a06e5f00,,bbfcf518,eddd1000,,,,,,161,"2.1, 7.1 ","2.1, 7.1 ",10037191000116105,,51381701,,,,,,,,,,,,,
Paracetamol,Acetaminophen,,Oral,Tablet,,300mg,,,,,,,933f3f00,23332310,89cacc00,168fa600,,5589f4bf,,,,,,,161,"2.1, 7.1","2.1, 7.1",10037191000116105,,51381701,,,,,,,,,,,,,
Paracetamol,Acetaminophen,,Oral,Tablet,,400mg,,,,,,,933f3f00,23332310,89cacc00,168fa600,,558e84bf,,,,,,,161,"2.1, 7.1","2.1, 7.1",10037191000116105,,51381701,,,,,,,,,,,,,
Paracetamol,Acetaminophen,,Oral,Tablet,,500mg,,,,,,,933f3f00,23332310,89cacc00,168fa600,,559794bf,,,,,,,161,"2.1, 7.1","2.1, 7.1",10037191000116105,"10037311000116101, 45472341000116104, 44282231000116104",51381701,,,,,,,,,,,,,
Paromomycin,,,Parenteral,Solution,,375mg per mL,2mL,,,,,,933f3f00,ee9da70d,b607d100,2d23bc00,,86238f00,5d7c64bf,,,,,,7934,6.5.2,6.5.2,10323041000116105,,51281620,,,,,,,,,,,,,
Pegylated Interferon Alfa-2a,Peginterferon Alfa-2a,,Parenteral,Solution,,180mcg,0.5mL,Pre-filled syringe,,,,,933f3f00,705260b0,420b5000,f6301600,,46744a00,8d638100,55dd54bf,,,,,120608,6.4.4.2.2,6.4.4.2.2,20037821000116100,"20037811000116109, 20037941000116103",51342712,,,,,,,,,,,,,
Pegylated Interferon Alfa-2a,Peginterferon Alfa-2a,,Parenteral,Solution,,180mcg,1mL,Vial,,,,,933f3f00,705260b0,420b5000,f6301600,,46744a00,06b84000,55e0c4bf,,,,,120608,6.4.4.2.2,6.4.4.2.2,20037821000116100,,51342712,,,,,,,,,,,,,
Pegylated Interferon Alfa-2b,Peginterferon Alfa-2b,,Parenteral,Powder for reconstitution,,100mcg,0.5mL,Pen,,,,,933f3f00,4164b8d3,0ebcd300,54b11600,,90ec9500,296d0400,560274bf,,,,,253453,6.4.4.2.2,6.4.4.2.2,20037821000116100,,51342712,,,,,,,,,,,,,
Pegylated Interferon Alfa-2b,Peginterferon Alfa-2b,,Parenteral,Powder for reconstitution,,100mcg,,Vial,,,,,933f3f00,4164b8d3,0ebcd300,54b11600,,90ec9500,,560614bf,,,,,253453,6.4.4.2.2,6.4.4.2.2,20037821000116100,,51342712,,,,,,,,,,,,,
Pegylated Interferon Alfa-2b,Peginterferon Alfa-2b,,Parenteral,Powder for reconstitution,,80mcg,0.5mL,Pen,,,,,933f3f00,4164b8d3,0ebcd300,54b11600,,53b51400,3067b700,55e434bf,,,,,253453,6.4.4.2.2,6.4.4.2.2,20037821000116100,,51342712,,,,,,,,,,,,,
Pegylated Interferon Alfa-2b,Peginterferon Alfa-2b,,Parenteral,Powder for reconstitution,,80mcg,,Vial,,,,,933f3f00,4164b8d3,0ebcd300,54b11600,,53b51400,,55fd84bf,,,,,253453,6.4.4.2.2,6.4.4.2.2,20037821000116100,,51342712,,,,,,,,,,,,,
Penicillamine,,,Oral,Tablet,,250mg,,,,,,,933f3f00,a1fa086f,a5cf8700,5d0c2e00,,5ded04bf,,,,,,,7975,4.2,4.2,10212661000116108,10212681000116101,51202303,,,,,,,,,,,,,
Pentamidine,,,Oral,Tablet,,200mg,,,,,,,933f3f00,284a2806,5eb23900,36fa7b00,,5d8774bf,,,,,,,7994,"6.5.4, 6.5.5.1",6.5.4,10534091000116103,,51101613,,,,,,,,,,,,,
Pentamidine,,,Oral,Tablet,,300mg,,,,,,,933f3f00,284a2806,5eb23900,36fa7b00,,5da294bf,,,,,,,7994,"6.5.4, 6.5.5.1",6.5.4,10534091000116103,,51101613,,,,,,,,,,,,,
Pentamidine,,,Parenteral,Powder for reconstitution,,200mg,,,,,,,933f3f00,284a2806,5eb23900,53ac1800,,5d81c4bf,,,,,,,7994,"6.5.4, 6.5.5.1",6.5.5.1,10534091000116103,,51101613,,,,,,,,,,,,,
Permethrin,,,Topical,Cream,,5%,30g,,,,,,933f3f00,299069c8,365b5200,6c54cd00,,6032b4bf,64e68100,,,,,,33199,13.5,13.5,10405611000116101,10405631000116107,51453401,,,,,,,,,,,,,
Permethrin,,,Topical,Lotion,,1%,59mL,,,,,,933f3f00,299069c8,365b5200,9e145c00,,601744bf,97f88f00,,,,,,33199,13.5,13.5,10405611000116101,10482631000116103,51453401,,,,,,,,,,,,,
Phenobarbital,Phenobarbitone,,Oral,Solution,,3mg per mL,100mL,,,,,,933f3f00,83f5f72f,afa5b600,9705a100,,4c2f4000,561694bf,,,,,,8134,5,5,10332741000116104,,51361918,,,,,,,,,,,,,
Phenobarbital,Phenobarbitone,,Oral,Tablet,,100mg,,,,,,,933f3f00,83f5f72f,afa5b600,9a51e000,,564984bf,,,,,,,8134,5,5,10332741000116104,,51361918,,,,,,,,,,,,,
Phenobarbital,Phenobarbitone,,Oral,Tablet,,15mg,,,,,,,933f3f00,83f5f72f,afa5b600,9a51e000,,5612e4bf,,,,,,,8134,5,5,10332741000116104,10547181000116107,51361918,,,,,,,,,,,,,
Phenobarbital,Phenobarbitone,,Oral,Tablet,,200mg,,,,,,,933f3f00,83f5f72f,afa5b600,9a51e000,,5cc974bf,,,,,,,8134,5,,10332741000116104,,51361918,,,,,,,,,,,,,
Phenobarbital,Phenobarbitone,,Oral,Tablet,,60mg,,,,,,,933f3f00,83f5f72f,afa5b600,9a51e000,,5645a4bf,,,,,,,8134,5,5,10332741000116104,,51361918,,,,,,,,,,,,,
Phenobarbital,Phenobarbitone,,Parenteral,Solution,,100mg per mL,1mL,,,,,,933f3f00,83f5f72f,3dd1af00,ac110300,,3b37ba00,47aaa43e,,,,,,8134,5,,10332741000116104,,51361918,,,,,,,,,,,,,
Phenobarbital,Phenobarbitone,,Parenteral,Solution,,200mg per mL,1mL,,,,,,933f3f00,83f5f72f,3dd1af00,ac110300,,b15f9500,5cc1a4bf,,,,,,8134,5,5,10332741000116104,,51361918,,,,,,,,,,,,,
Phenoxymethylpenicillin,Penicillin V,,Oral,Suspension,,50mg per mL,100mL,,,,,,933f3f00,01c0215d,0b6f5a00,2738b500,,0c72b700,5db8a4bf,,,,,,7984,6.2.1,6.2.1,10180401000116109,10188751000116104,51283406,,,,,,,,,,,,,
Phenoxymethylpenicillin,Penicillin V,,Oral,Tablet,,250mg,,,,,,,933f3f00,01c0215d,0b6f5a00,3f08a400,,5ddd04bf,,,,,,,7984,6.2.1,6.2.1,10180401000116109,10189101000116109,51283406,,,,,,,,,,,,,
Phenytoin,,,Oral,Capsule,,100mg,,,,,,,933f3f00,adc85af6,957c3e00,49a20900,,5d32f4bf,,,,,,,8183,5,5,10244361000116102,,51141507,,,,,,,,,,,,,
Phenytoin,,,Oral,Capsule,,25mg,,,,,,,933f3f00,adc85af6,957c3e00,49a20900,,5cec54bf,,,,,,,8183,5,5,10244361000116102,,51141507,,,,,,,,,,,,,
Phenytoin,,,Oral,Capsule,,50mg,,,,,,,933f3f00,adc85af6,957c3e00,49a20900,,5d0484bf,,,,,,,8183,5,5,10244361000116102,,51141507,,,,,,,,,,,,,
Phenytoin,,,Oral,Suspension,,5mg per mL,5mL,,,,,,933f3f00,adc85af6,957c3e00,d61ca800,,45eee900,5ccfd4bf,,,,,,8183,5,5,10244361000116102,,51141507,,,,,,,,,,,,,
Phenytoin,,,Oral,Suspension,,6mg per mL,500mL,,,,,,933f3f00,adc85af6,957c3e00,d61ca800,,f1e29e00,5cfa04bf,,,,,,8183,5,5,10244361000116102,10244631000116103,51141507,,,,,,,,,,,,,
Phenytoin,,,Oral,Tablet,Chewable,50mg,,,,,,,933f3f00,adc85af6,957c3e00,e5e8cb00,86d06200,5d0994bf,,,,,,,8183,5,5,10244361000116102,10244871000116100,51141507,,,,,,,,,,,,,
Phenytoin,,,Parenteral,Solution,,50mg per mL,5mL,,,,,,933f3f00,adc85af6,6614d700,acb60800,,ff9cab00,5cff94bf,,,,,,8183,5,5,10244361000116102,,51141507,,,,,,,,,,,,,
Phytomenadione,Vitamin K1,,Parenteral,Solution,,10mg per mL,5mL,,,,,,933f3f00,87ede082,4038ff00,6134c200,,75394c00,5db3a4bf,,,,,,8308,10.2,10.2,10387161000116105,10387391000116103,50501513,,,,,,,,,,,,,
Phytomenadione,Vitamin K1,,Parenteral,Solution,,1mg per mL,1mL,,,,,,933f3f00,87ede082,4038ff00,6134c200,,5d887d00,5dadc4bf,,,,,,8308,10.2,10.2,10387161000116105,,50501513,,,,,,,,,,,,,
Pilocarpine,,,Eye,Drop,,2%,0.5mL,,,,,,933f3f00,c5fb09d8,29afc600,fb2c7000,,5d3e34bf,86d40a00,,,,,,8328,21.4,21.4,10761061000116104,10467131000116107,51151504,,,,,,,,,,,,,
Pilocarpine,,,Eye,Drop,,2%,15mL,,,,,,933f3f00,c5fb09d8,29afc600,fb2c7000,,5d3e34bf,63caa500,,,,,,8328,21.4,21.4,10761051000116102,10355621000116108,51151504,,,,,,,,,,,,,
Pilocarpine,,,Eye,Drop,,4%,15mL,,,,,,933f3f00,c5fb09d8,29afc600,fb2c7000,,5d5194bf,7d12d400,,,,,,8328,21.4,21.4,"10761061000116104, 10761051000116102","10467211000116107, 10355781000116103",51151504,,,,,,,,,,,,,
Platelets,,,Parenteral,Liquid,,,1,,,,,,933f3f00,58e86dcab,638c7200,29ce7c00,,,5d76c4bf,,,,,,,11.1,,,,"85831304, 8531310",,,,,,,,,,,,,
Podophyllum Resin,Podophyllin,,Topical,Solution,,10%,6mL,,,,,,933f3f00,35196c7a,4fd97300,3d9e6a00,,55ab64bf,d4db5b00,,,,,,8462,13.4,13.4,,,51241215,,,,,,,,,,,,,
Podophyllum Resin,Podophyllin,,Topical,Solution,,25%,15mL,,,,,,933f3f00,35196c7a,4fd97300,3d9e6a00,,55ce44bf,7838b200,,,,,,8462,13.4,13.4,,,51241215,,,,,,,,,,,,,
Polygeline,Hemaccel,,Parenteral,Solution,,3.5%,500mL,,,,,,933f3f00,1cc08f6b,e0eb8500,91de2700,,5e1cf4bf,543cad00,,,,,,8521,11.3,11.3,10316681000116109,20020161000116104,51131901,,,,,,,,,,,,,
Poractant Alfa,,,Intratracheal,Suspension,,80mg per mL,1.5mL,,,,,,933f3f00,b497876f,b822df00,9b604e00,,dddcbc00,627864bf,,,,,,236381,,,10228571000116109,10228681000116107,51161709,,,,,,,,,,,,,
Potassium Chloride,,,Oral,Powder for reconstitution,,1.5mg ,,Sachet,,,,,933f3f00,68c97553,d99b1b00,18f97200,,64fa6d00,,5f82f4bf,,,,,8591,,,10759611000116102,10602041000116104,51191802,,,,,,,,,,,,,
Potassium Chloride,,,Parenteral,Solution,,112mg per mL,20mL,,,,,,933f3f00,68c97553,b1a13800,df605100,,201eca00,5fc384bf,,,,,,8591,,,10759611000116102,,51191802,,,,,,,,,,,,,
Potassium Chloride,,,Parenteral,Solution,,150mg per mL,10mL,,,,,,933f3f00,68c97553,b1a13800,df605100,,c801d000,5fe0e4bf,,,,,,8591,,,10759611000116102,10601701000116108,51191802,,,,,,,,,,,,,
Potassium Chloride,,,Parenteral,Solution,,75mg per mL,10mL,,,,,,933f3f00,68c97553,b1a13800,df605100,,76d95300,5fa804bf,,,,,,8591,,,10759611000116102,"10601831000116108, 24313531000116101",51191802,,,,,,,,,,,,,
Potassium Ferric Hexacyano-Ferrate II 2H20,Prussian Blue,,Oral,Powder for reconstitution,,100%,,,,,,,933f3f00,58aec03b,d2a37c00,44a44f00,,55d9b4bf,,,,,,,,4.2,4.2,,,12171616,,,,,,,,,,,,,
Potassium Iodide,,,Oral,Solution,,1mg per mL,100mL,,,,,,933f3f00,086ea27c,656d4100,adadd600,,32ea6500,605c84bf,,,,,,8597,"6.3, 18.7",18.7,10761181000116105,,51181607,,,,,,,,,,,,,
Potassium Iodide,Povidone Iodine,,Oral,Tablet,,60mg,,,,,,,933f3f00,086ea27c,656d4100,d59b0000,,5e1364bf,,,,,,,8597,"6.3, 18.7",18.7,10761181000116105,,51181607,,,,,,,,,,,,,
Potassium Permanganate,,,Topical,Solution,,1:10000,,,,,,,933f3f00,c6a36340,6ecdc300,d6017a00,,5f62c4bf,,,,,,,8604,13.2,13.2,10538441000116106,,12352312,,,,,,,,,,,,,
Povidone Iodine,,,Topical,Solution,,10%,100mL,,,,,,933f3f00,cc3911ac,bb2bc400,e62b7700,,60aa34bf,3eb39400,,,,,,8597,15.1,15.1,10096191000116103,10096661000116100,51471505,,,,,,,,,,,,,
Povidone Iodine,,,Topical,Solution,,10%,15mL,,,,,,933f3f00,cc3911ac,bb2bc400,e62b7700,,60aa34bf,fed40700,,,,,,8597,15.1,15.1,10096191000116103,,51471505,,,,,,,,,,,,,
Povidone Iodine,,,Topical,Solution,,10%,500mL,,,,,,933f3f00,cc3911ac,bb2bc400,e62b7700,,60aa34bf,03feae00,,,,,,8597,15.1,15.1,10096191000116103,,51471505,,,,,,,,,,,,,
Praziquantel,,,Oral,Tablet,,150mg,,,,,,,933f3f00,f70d9203,37b85e00,fb6da900,,60ef34bf,,,,,,,8628,"6.1.1, 6.1.3",6.1.1,10134991000116108,,51452701,,,,,,,,,,,,,
Praziquantel,,,Oral,Tablet,,600mg,,,,,,,933f3f00,f70d9203,37b85e00,fb6da900,,60f2f4bf,,,,,,,8628,"6.1.1, 6.1.3","6.1.1, 6.1.3",10134991000116108,10135011000116101,51452701,,,,,,,,,,,,,
Prednisolone,,,Eye,Drop,,0.5%,0.5mL,,,,,,933f3f00,9ed83656,a6a33d00,74e90c00,,559f14bf,53dab900,,,,,,8638,"3, 8.2.4, 21.2",21.2,10606051000116102,,51422315,,,,,,,,,,,,,
Prednisolone,,,Oral,Solution,,5mg per mL,30mL,,,,,,933f3f00,9ed83656,f739c800,df116b00,,55a274bf,b6329800,,,,,,8638,"3, 8.2.4, 21.2","3, 8.2.4",10606051000116102,20015361000116100,51422315,,,,,,,,,,,,,
Prednisolone,,,Oral,Tablet,,25mg,,,,,,,933f3f00,9ed83656,f739c800,85d68200,,55a884bf,,,,,,,8638,"3, 8.2.4, 21.2","3, 8.2.4",10606051000116102,,51422315,,,,,,,,,,,,,
Prednisolone,,,Oral,Tablet,,5mg,,,,,,,933f3f00,9ed83656,f739c800,85d68200,,55a584bf,,,,,,,8638,"3, 8.2.4, 21.2","3, 8.2.4",10606051000116102,10606511000116109,51422315,,,,,,,,,,,,,
Pregnancy Test,HCG Test; Human Chorionic Gonadotropin (HCG Test),,,,,Strip,,,,,,,77fcbb00,a05a22468,,,,89911a62,,,,,,,,,,,,41142002,,,,,,,,,,,,,
Primaquine,,,Oral,Tablet,,15mg,,,,,,,933f3f00,97840623,28139f00,a49fe600,,5de7d4bf,,,,,,,8687,6.5.3.1,6.5.3.1,20051001000116105,47162661000116101,51101903,,,,,,,,,,,,,
Primaquine,,,Oral,Tablet,,7.5mg,,,,,,,933f3f00,97840623,28139f00,a49fe600,,5de2a4bf,,,,,,,8687,6.5.3.1,6.5.3.1,20051001000116105,10573881000116109,51101903,,,,,,,,,,,,,
Procaine Benzylpenicillin,Penicillin G Procaine,,Parenteral,Powder for reconstitution,,1g [1000000IU],,,,,,,933f3f00,2637f6bd,9cd71100,da9d9000,,556ce4bf,,,,,,,7983,6.2.1,6.2.1,10180211000116107,,51283409,,,,,,,,,,,,,
Procaine Benzylpenicillin,Penicillin G Procaine,,Parenteral,Powder for reconstitution,,3g [3000000IU],,,,,,,933f3f00,2637f6bd,9cd71100,da9d9000,,557054bf,,,,,,,7983,6.2.1,6.2.1,10180211000116107,,51283409,,,,,,,,,,,,,
Procarbazine,,,Oral,Capsule,,50mg,,,,,,,933f3f00,8d3aab0e,5e061300,0d988a00,,556984bf,,,,,,,8702,8.2.1,8.2.1,10456421000116105,10456441000116100,51112404,,,,,,,,,,,,,
Progesterone,,,Vaginal,Ring,,2.074g,,,,,,,933f3f00,359e452c,817d2500,4966fb00,,5ec194bf,,,,,,,8727,22.1.6,22.1.6,10303511000116108,,51351514,,,,,,,,,,,,,
Proguanil,,,Oral,Tablet,,100mg,,,,,,,933f3f00,552616c8,0dfb5400,5ffcc700,,560ef4bf,,,,,,,2382,6.5.3.2,6.5.3.2,,,51101906,,,,,,,,,,,,,
Propofol,,,Parenteral,Emulsion,,10mg per mL,20mL,,,,,,933f3f00,ee8b8a5a,4c497900,52a2dc00,,7a262f00,5e4bd4bf,,,,,,8782,1.1.2,1.1.2,10209221000116108,"10209371000116104, 20045431000116108",51272901,,,,,,,,,,,,,
Propofol,,,Parenteral,Emulsion,,20mg per mL,50mL,,,,,,933f3f00,ee8b8a5a,4c497900,52a2dc00,,eca83600,5e66e4bf,,,,,,8782,1.1.2,1.1.2,10209221000116108,"20021481000116107, 20021541000116102",51272901,,,,,,,,,,,,,
Propranolol,,,Oral,Tablet,,20mg,,,,,,,933f3f00,df65a198,034bbb00,a6679200,,5e4134bf,,,,,,,8787,7.2,7.2,10046401000116105,,51262907,,,,,,,,,,,,,
Propranolol,,,Oral,Tablet,,40mg,,,,,,,933f3f00,df65a198,034bbb00,a6679200,,5e46d4bf,,,,,,,8787,7.2,7.2,10046401000116105,10046551000116105,51262907,,,,,,,,,,,,,
Propylthiouracil,,,Oral,Tablet,,50mg,,,,,,,933f3f00,a2bda01a,9d300d00,88829c00,,5ffc54bf,,,,,,,8794,18.7,18.7,10611241000116104,10611261000116103,51181606,,,,,,,,,,,,,
Protamine Sulfate,,,Parenteral,Solution,,10mg per mL,5mL,,,,,,933f3f00,33886971,fb342000,12e5a300,,a139da00,6077e4bf,,,,,,8825,10.2,10.2,10611241000116104,10612471000116103,51172305,,,,,,,,,,,,,
Pyrantel,,,Oral,Suspension,,50mg per mL,10mL,,,,,,933f3f00,5307589e,4a826300,5d639a00,,5e7734bf,d0b64700,,,,,,8984,6.1.1,6.1.1,10174731000116107,10174751000116102,51452301,,,,,,,,,,,,,
Pyrantel,,,Oral,Suspension,,50mg per mL,15mL,,,,,,933f3f00,5307589e,4a826300,5d639a00,,5e7734bf,e757ee00,,,,,,8984,6.1.1,6.1.1,10174731000116107,,51452301,,,,,,,,,,,,,
Pyrantel,,,Oral,Tablet,Chewable,250mg,,,,,,,933f3f00,5307589e,4a826300,525bf500,5a9ee400,5ea164bf,,,,,,,8984,6.1.1,6.1.1,10174731000116107,,51452301,,,,,,,,,,,,,
Pyrazinamide,,,Oral,Suspension,,50mg per mL,120mL,,,,,,933f3f00,7b75ca3c,3c521700,97c47e00,,5edcb4bf,7c1b8e00,,,,,,8987,6.2.5,,10582021000116103,,51281504,,,,,,,,,,,,,
Pyrazinamide,,,Oral,Tablet,Dispersible,150mg,,,,,,,933f3f00,7b75ca3c,3c521700,b3c94900,44a6e800,5ee7e4bf,,,,,,,8987,6.2.5,6.2.5,10582021000116103,,51281504,,,,,,,,,,,,,
Pyrazinamide,,,Oral,Tablet,,150mg,,,,,,,933f3f00,7b75ca3c,3c521700,b3c94900,,5f0c14bf,,,,,,,8987,6.2.5,6.2.5,10582021000116103,,51281504,,,,,,,,,,,,,
Pyrazinamide,,,Oral,Tablet,,400mg,,,,,,,933f3f00,7b75ca3c,3c521700,b3c94900,,5f11b4bf,,,,,,,8987,6.2.5,6.2.5,10582021000116103,,51281504,,,,,,,,,,,,,
Pyrazinamide,,,Oral,Tablet,,500mg,,,,,,,933f3f00,7b75ca3c,3c521700,b3c94900,,292735dd,,,,,,,8987,6.2.5,,10582021000116103,10582041000116108,51281504,,,,,,,,,,,,,
Pyridostigmine,,,Oral,Tablet,,60mg,,,,,,,933f3f00,3a67118c,93aca200,fda0dd00,,60e374bf,,,,,,,9000,20,20,10761391000116105,10419011000116107,51151514,,,,,,,,,,,,,
